Ano Lan‡amento;Ano EmissÆo NE CCor;UO - àrgÆo M ximo C¢digo;UO - àrgÆo M ximo Nome;àrgÆo UGE - àrgÆo M ximo C¢digo;àrgÆo UGE - àrgÆo M ximo Nome;Item Informa‡Æo;DESPESAS EMPENHADAS (CONTROLE EMPENHO);DESPESAS LIQUIDADAS (CONTROLE EMPENHO);DESPESAS PAGAS (CONTROLE EMPENHO);RESTOS A PAGAR PAGOS (PROC E N PROC)
2010;2010;58000;MINISTERIO DA PESCA E AQUICULTURA;52000;MINISTERIO DA DEFESA;;48.600,00;48.600,00;48.600,00;
2010;2010;58000;MINISTERIO DA PESCA E AQUICULTURA;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;100.000,00;100.000,00;100.000,00;
2010;2010;58000;MINISTERIO DA PESCA E AQUICULTURA;58000;MINISTERIO DA PESCA E AQUICULTURA;;261.701.164,13;135.206.318,24;130.057.501,61;
2010;2010;59000;CONSELHO NACIONAL DO MINISTERIO PUBLICO;34000;MINISTERIO PUBLICO DA UNIAO;;666.549,23;267.402,56;267.402,56;
2010;2010;59000;CONSELHO NACIONAL DO MINISTERIO PUBLICO;35000;MINISTERIO DAS RELACOES EXTERIORES;;5.400,94;5.400,94;5.400,94;
2010;2010;59000;CONSELHO NACIONAL DO MINISTERIO PUBLICO;59000;CONSELHO NACIONAL DO MINISTERIO PUBLICO;;12.966.252,00;6.957.701,50;6.957.701,50;
2009;'-9;'-7;CODIGO INVALIDO;25000;MINISTERIO DA ECONOMIA;;0,00;0,00;0,00;
2009;'-9;'-7;CODIGO INVALIDO;52000;MINISTERIO DA DEFESA;;;;;0,00
2009;'-9;03000;TRIBUNAL DE CONTAS DA UNIAO;03000;TRIBUNAL DE CONTAS DA UNIAO;;;;;2.020.000,00
2009;'-9;12000;JUSTICA FEDERAL;12000;JUSTICA FEDERAL;;;;;926.260,47
2009;'-9;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;;;;;812.674,83
2009;'-9;15000;JUSTICA DO TRABALHO;15000;JUSTICA DO TRABALHO;;;;;2.590.286,61
2009;'-9;20000;PRESIDENCIA DA REPUBLICA;20000;PRESIDENCIA DA REPUBLICA;;;;;1.412.203,79
2009;'-9;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;;;;;11.041.102,09
2009;'-9;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;23.549.757,52
2009;'-9;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;737.136,73
2009;'-9;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;;;;;113.115.793,57
2009;'-9;26000;MINISTERIO DA EDUCACAO;26000;MINISTERIO DA EDUCACAO;;;;;37.349.759,90
2009;'-9;28000;MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS;28000;MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS;;;;;1.015.849,43
2009;'-9;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;37.327,67
2009;'-9;32000;MINISTERIO DE MINAS E ENERGIA;32000;MINISTERIO DE MINAS E ENERGIA;;;;;4.507.548,95
2009;'-9;33000;MINISTERIO DA PREVIDENCIA SOCIAL;33000;MINISTERIO DA PREVIDENCIA SOCIAL;;;;;10.649,31
2009;'-9;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;3.349.147,20
2009;'-9;38000;MINISTERIO DO TRABALHO E EMPREGO;38000;MINISTERIO DO TRABALHO E EMPREGO;;;;;132.661,73
2009;'-9;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;7.608.366,77
2009;'-9;42000;MINISTERIO DA CULTURA;42000;MINISTERIO DA CULTURA;;;;;343.699,47
2009;'-9;44000;MINISTERIO DO MEIO AMBIENTE;44000;MINISTERIO DO MEIO AMBIENTE;;;;;402.773,15
2009;'-9;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;;;;;1,43
2009;'-9;52000;MINISTERIO DA DEFESA;52000;MINISTERIO DA DEFESA;;;;;222.468,28
2009;'-9;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;1.468.228,39
2009;'-9;56000;MINISTERIO DAS CIDADES;56000;MINISTERIO DAS CIDADES;;;;;297.778,45
2009;'-7;'-7;CODIGO INVALIDO;12000;JUSTICA FEDERAL;;0,00;0,00;0,00;
2009;'-7;'-7;CODIGO INVALIDO;14000;JUSTICA ELEITORAL;;0,00;0,00;;
2009;'-7;'-7;CODIGO INVALIDO;15000;JUSTICA DO TRABALHO;;0,00;0,00;0,00;
2009;'-7;'-7;CODIGO INVALIDO;20000;PRESIDENCIA DA REPUBLICA;;0,00;;;
2009;'-7;'-7;CODIGO INVALIDO;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;;0,00;0,00;0,00;
2009;'-7;'-7;CODIGO INVALIDO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;0,00;0,00;0,00;
2009;'-7;'-7;CODIGO INVALIDO;25000;MINISTERIO DA ECONOMIA;;0,00;0,00;0,00;
2009;'-7;'-7;CODIGO INVALIDO;26000;MINISTERIO DA EDUCACAO;;0,00;0,00;0,00;
2009;'-7;'-7;CODIGO INVALIDO;36000;MINISTERIO DA SAUDE;;0,00;0,00;0,00;
2009;'-7;'-7;CODIGO INVALIDO;41000;MINISTERIO DAS COMUNICACOES;;0,00;0,00;0,00;
2009;'-7;'-7;CODIGO INVALIDO;42000;MINISTERIO DA CULTURA;;0,00;0,00;;
2009;'-7;'-7;CODIGO INVALIDO;52000;MINISTERIO DA DEFESA;;0,00;0,00;;
2009;'-7;'-7;CODIGO INVALIDO;56000;MINISTERIO DAS CIDADES;;0,00;0,00;0,00;
2009;2002;'-7;CODIGO INVALIDO;25000;MINISTERIO DA ECONOMIA;;;;;49.103,60
2009;2002;13000;JUSTICA MILITAR;13000;JUSTICA MILITAR;;;;;30,19
2009;2002;15000;JUSTICA DO TRABALHO;15000;JUSTICA DO TRABALHO;;;;;84,00
2009;2002;26000;MINISTERIO DA EDUCACAO;26000;MINISTERIO DA EDUCACAO;;;;;587,51
2009;2003;'-7;CODIGO INVALIDO;25000;MINISTERIO DA ECONOMIA;;;;;32.106,40
2009;2003;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;;;;;1.187,70
2009;2003;15000;JUSTICA DO TRABALHO;15000;JUSTICA DO TRABALHO;;;;;240,00
2009;2003;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;;;;;59.790,66
2009;2003;26000;MINISTERIO DA EDUCACAO;36000;MINISTERIO DA SAUDE;;;;;104.539,15
2009;2003;36000;MINISTERIO DA SAUDE;26000;MINISTERIO DA EDUCACAO;;;;;240.000,00
2009;2003;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;3.969.575,35
2009;2003;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;27.532,36
2009;2004;'-7;CODIGO INVALIDO;25000;MINISTERIO DA ECONOMIA;;;;;162.425,48
2009;2004;01000;CAMARA DOS DEPUTADOS;01000;CAMARA DOS DEPUTADOS;;;;;12.168,35
2009;2004;12000;JUSTICA FEDERAL;12000;JUSTICA FEDERAL;;;;;19.820,52
2009;2004;13000;JUSTICA MILITAR;13000;JUSTICA MILITAR;;;;;143,63
2009;2004;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;;;;;2.447,05
2009;2004;15000;JUSTICA DO TRABALHO;15000;JUSTICA DO TRABALHO;;;;;12.705,97
2009;2004;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;;;;;657,38
2009;2004;20000;PRESIDENCIA DA REPUBLICA;20000;PRESIDENCIA DA REPUBLICA;;;;;509,20
2009;2004;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;15000;JUSTICA DO TRABALHO;;;;;240.499,78
2009;2004;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;19.642,21
2009;2004;26000;MINISTERIO DA EDUCACAO;26000;MINISTERIO DA EDUCACAO;;;;;18.098,86
2009;2004;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;27.356,00
2009;2004;36000;MINISTERIO DA SAUDE;26000;MINISTERIO DA EDUCACAO;;;;;205.792,55
2009;2004;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;15.376.088,05
2009;2004;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;370.576,47
2009;2004;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;2.380.483,89
2009;2004;55000;MINISTERIO DA CIDADANIA;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;6,15
2009;2004;55000;MINISTERIO DA CIDADANIA;33000;MINISTERIO DA PREVIDENCIA SOCIAL;;;;;1.883.321,94
2009;2005;'-7;CODIGO INVALIDO;25000;MINISTERIO DA ECONOMIA;;;;;44.661,66
2009;2005;01000;CAMARA DOS DEPUTADOS;01000;CAMARA DOS DEPUTADOS;;;;;32.711,21
2009;2005;12000;JUSTICA FEDERAL;12000;JUSTICA FEDERAL;;;;;22.349,76
2009;2005;13000;JUSTICA MILITAR;13000;JUSTICA MILITAR;;;;;12.945,93
2009;2005;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;;;;;2.169,75
2009;2005;15000;JUSTICA DO TRABALHO;15000;JUSTICA DO TRABALHO;;;;;184.965,91
2009;2005;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;;;;;31.688,86
2009;2005;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;326.645,64
2009;2005;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;170.000,00
2009;2005;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;450.535,23
2009;2005;25000;MINISTERIO DA ECONOMIA;33000;MINISTERIO DA PREVIDENCIA SOCIAL;;;;;1.177.141,50
2009;2005;26000;MINISTERIO DA EDUCACAO;26000;MINISTERIO DA EDUCACAO;;;;;1.904.400,67
2009;2005;28000;MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS;28000;MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS;;;;;1.901.550,00
2009;2005;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;1.428.876,00
2009;2005;36000;MINISTERIO DA SAUDE;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;341,99
2009;2005;36000;MINISTERIO DA SAUDE;26000;MINISTERIO DA EDUCACAO;;;;;3.932,92
2009;2005;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;46.086.067,81
2009;2005;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;19.389.104,24
2009;2005;42000;MINISTERIO DA CULTURA;42000;MINISTERIO DA CULTURA;;;;;14.670,00
2009;2005;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;26000;MINISTERIO DA EDUCACAO;;;;;99.490,00
2009;2005;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;20.883.005,02
2009;2005;55000;MINISTERIO DA CIDADANIA;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;4.017,91
2009;2005;55000;MINISTERIO DA CIDADANIA;55000;MINISTERIO DA CIDADANIA;;;;;2.167.752,56
2009;2005;56000;MINISTERIO DAS CIDADES;56000;MINISTERIO DAS CIDADES;;;;;2.093.503,66
2009;2006;01000;CAMARA DOS DEPUTADOS;01000;CAMARA DOS DEPUTADOS;;;;;23.232,72
2009;2006;12000;JUSTICA FEDERAL;12000;JUSTICA FEDERAL;;;;;472.849,14
2009;2006;13000;JUSTICA MILITAR;13000;JUSTICA MILITAR;;;;;13.871,28
2009;2006;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;;;;;23.257,37
2009;2006;15000;JUSTICA DO TRABALHO;15000;JUSTICA DO TRABALHO;;;;;291.097,15
2009;2006;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;;;;;3.264.570,21
2009;2006;20000;PRESIDENCIA DA REPUBLICA;20000;PRESIDENCIA DA REPUBLICA;;;;;900.000,00
2009;2006;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;52000;MINISTERIO DA DEFESA;;;;;594.474,00
2009;2006;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;892.806,33
2009;2006;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;21.485.813,54
2009;2006;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;26000;MINISTERIO DA EDUCACAO;;;;;2.582,80
2009;2006;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;52000;MINISTERIO DA DEFESA;;;;;369.569,70
2009;2006;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;;;;;249.958,95
2009;2006;25000;MINISTERIO DA ECONOMIA;33000;MINISTERIO DA PREVIDENCIA SOCIAL;;;;;114.690,00
2009;2006;26000;MINISTERIO DA EDUCACAO;26000;MINISTERIO DA EDUCACAO;;;;;13.933.281,29
2009;2006;28000;MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS;28000;MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS;;;;;124.067,18
2009;2006;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;439.743,31
2009;2006;32000;MINISTERIO DE MINAS E ENERGIA;32000;MINISTERIO DE MINAS E ENERGIA;;;;;1.271,12
2009;2006;33000;MINISTERIO DA PREVIDENCIA SOCIAL;33000;MINISTERIO DA PREVIDENCIA SOCIAL;;;;;111.550,45
2009;2006;34000;MINISTERIO PUBLICO DA UNIAO;34000;MINISTERIO PUBLICO DA UNIAO;;;;;594.879,32
2009;2006;35000;MINISTERIO DAS RELACOES EXTERIORES;35000;MINISTERIO DAS RELACOES EXTERIORES;;;;;0,00
2009;2006;36000;MINISTERIO DA SAUDE;26000;MINISTERIO DA EDUCACAO;;;;;3.271.863,18
2009;2006;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;112.365.195,31
2009;2006;38000;MINISTERIO DO TRABALHO E EMPREGO;38000;MINISTERIO DO TRABALHO E EMPREGO;;;;;97.250,00
2009;2006;39000;MINISTERIO DA INFRAESTRUTURA;20000;PRESIDENCIA DA REPUBLICA;;;;;103.130,00
2009;2006;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;66.848.524,50
2009;2006;39000;MINISTERIO DA INFRAESTRUTURA;52000;MINISTERIO DA DEFESA;;;;;8.176.345,58
2009;2006;41000;MINISTERIO DAS COMUNICACOES;41000;MINISTERIO DAS COMUNICACOES;;;;;565,00
2009;2006;42000;MINISTERIO DA CULTURA;26000;MINISTERIO DA EDUCACAO;;;;;84,00
2009;2006;42000;MINISTERIO DA CULTURA;42000;MINISTERIO DA CULTURA;;;;;1.215.545,47
2009;2006;44000;MINISTERIO DO MEIO AMBIENTE;44000;MINISTERIO DO MEIO AMBIENTE;;;;;186.803,00
2009;2006;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;;;;;3.644.478,80
2009;2006;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;0,00
2009;2006;51000;MINISTERIO DO ESPORTE;51000;MINISTERIO DO ESPORTE;;;;;1.017.500,00
2009;2006;52000;MINISTERIO DA DEFESA;52000;MINISTERIO DA DEFESA;;;;;6.105.951,40
2009;2006;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;26000;MINISTERIO DA EDUCACAO;;;;;17.603,65
2009;2006;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;84.380.588,40
2009;2006;54000;MINISTERIO DO TURISMO;54000;MINISTERIO DO TURISMO;;;;;247.500,00
2009;2006;55000;MINISTERIO DA CIDADANIA;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;34.077,59
2009;2006;55000;MINISTERIO DA CIDADANIA;55000;MINISTERIO DA CIDADANIA;;;;;9.526.270,74
2009;2006;56000;MINISTERIO DAS CIDADES;36000;MINISTERIO DA SAUDE;;;;;835.205,00
2009;2006;56000;MINISTERIO DAS CIDADES;56000;MINISTERIO DAS CIDADES;;;;;55.808.656,07
2009;2007;01000;CAMARA DOS DEPUTADOS;01000;CAMARA DOS DEPUTADOS;;;;;8.218.733,94
2009;2007;02000;SENADO FEDERAL;02000;SENADO FEDERAL;;;;;1.427.913,65
2009;2007;03000;TRIBUNAL DE CONTAS DA UNIAO;03000;TRIBUNAL DE CONTAS DA UNIAO;;;;;2.026.686,88
2009;2007;10000;SUPREMO TRIBUNAL FEDERAL;10000;SUPREMO TRIBUNAL FEDERAL;;;;;7.904.944,59
2009;2007;11000;SUPERIOR TRIBUNAL DE JUSTICA;11000;SUPERIOR TRIBUNAL DE JUSTICA;;;;;16.525.329,36
2009;2007;12000;JUSTICA FEDERAL;12000;JUSTICA FEDERAL;;;;;6.555.071,75
2009;2007;12000;JUSTICA FEDERAL;26000;MINISTERIO DA EDUCACAO;;;;;1.670,00
2009;2007;13000;JUSTICA MILITAR;13000;JUSTICA MILITAR;;;;;288.367,36
2009;2007;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;;;;;8.685.134,60
2009;2007;15000;JUSTICA DO TRABALHO;15000;JUSTICA DO TRABALHO;;;;;14.277.059,69
2009;2007;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;;;;;10.472.664,75
2009;2007;20000;PRESIDENCIA DA REPUBLICA;20000;PRESIDENCIA DA REPUBLICA;;;;;181.510.266,07
2009;2007;20000;PRESIDENCIA DA REPUBLICA;25000;MINISTERIO DA ECONOMIA;;;;;817.709,02
2009;2007;20000;PRESIDENCIA DA REPUBLICA;26000;MINISTERIO DA EDUCACAO;;;;;34.043,45
2009;2007;20000;PRESIDENCIA DA REPUBLICA;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;53.672,05
2009;2007;20000;PRESIDENCIA DA REPUBLICA;52000;MINISTERIO DA DEFESA;;;;;8.985.618,68
2009;2007;20000;PRESIDENCIA DA REPUBLICA;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;282.821,74
2009;2007;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;;;;;35.328.910,74
2009;2007;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;25000;MINISTERIO DA ECONOMIA;;;;;3.563,30
2009;2007;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;52000;MINISTERIO DA DEFESA;;;;;2.295,10
2009;2007;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;50.644.970,64
2009;2007;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;10.934,35
2009;2007;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;26000;MINISTERIO DA EDUCACAO;;;;;9.804,00
2009;2007;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;1.100,00
2009;2007;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;124.714.797,93
2009;2007;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;26000;MINISTERIO DA EDUCACAO;;;;;16.017.826,40
2009;2007;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;32000;MINISTERIO DE MINAS E ENERGIA;;;;;7,14
2009;2007;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;36000;MINISTERIO DA SAUDE;;;;;28.644,51
2009;2007;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;52000;MINISTERIO DA DEFESA;;;;;4.171.799,49
2009;2007;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;;;;;268.068.745,10
2009;2007;25000;MINISTERIO DA ECONOMIA;33000;MINISTERIO DA PREVIDENCIA SOCIAL;;;;;826.311,55
2009;2007;26000;MINISTERIO DA EDUCACAO;26000;MINISTERIO DA EDUCACAO;;;;;420.624.214,66
2009;2007;26000;MINISTERIO DA EDUCACAO;36000;MINISTERIO DA SAUDE;;;;;752.000,00
2009;2007;28000;MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;150.000,00
2009;2007;28000;MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS;26000;MINISTERIO DA EDUCACAO;;;;;569.682,41
2009;2007;28000;MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS;28000;MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS;;;;;1.244.594,10
2009;2007;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;20000;PRESIDENCIA DA REPUBLICA;;;;;150.000,00
2009;2007;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;26000;MINISTERIO DA EDUCACAO;;;;;81.561,20
2009;2007;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;62.237.870,93
2009;2007;32000;MINISTERIO DE MINAS E ENERGIA;32000;MINISTERIO DE MINAS E ENERGIA;;;;;13.897.353,58
2009;2007;33000;MINISTERIO DA PREVIDENCIA SOCIAL;12000;JUSTICA FEDERAL;;;;;49.929.895,19
2009;2007;33000;MINISTERIO DA PREVIDENCIA SOCIAL;25000;MINISTERIO DA ECONOMIA;;;;;825,37
2009;2007;33000;MINISTERIO DA PREVIDENCIA SOCIAL;33000;MINISTERIO DA PREVIDENCIA SOCIAL;;;;;3.968.144,07
2009;2007;34000;MINISTERIO PUBLICO DA UNIAO;34000;MINISTERIO PUBLICO DA UNIAO;;;;;10.004.025,08
2009;2007;34000;MINISTERIO PUBLICO DA UNIAO;52000;MINISTERIO DA DEFESA;;;;;1.536,50
2009;2007;35000;MINISTERIO DAS RELACOES EXTERIORES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;12.500,00
2009;2007;35000;MINISTERIO DAS RELACOES EXTERIORES;35000;MINISTERIO DAS RELACOES EXTERIORES;;;;;49,75
2009;2007;36000;MINISTERIO DA SAUDE;15000;JUSTICA DO TRABALHO;;;;;3.064.578,68
2009;2007;36000;MINISTERIO DA SAUDE;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;102.299,88
2009;2007;36000;MINISTERIO DA SAUDE;26000;MINISTERIO DA EDUCACAO;;;;;6.371.890,36
2009;2007;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;442.851.224,00
2009;2007;36000;MINISTERIO DA SAUDE;52000;MINISTERIO DA DEFESA;;;;;0,00
2009;2007;36000;MINISTERIO DA SAUDE;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;8.780.418,69
2009;2007;38000;MINISTERIO DO TRABALHO E EMPREGO;38000;MINISTERIO DO TRABALHO E EMPREGO;;;;;10.689.150,00
2009;2007;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;1.085.182.901,27
2009;2007;39000;MINISTERIO DA INFRAESTRUTURA;44000;MINISTERIO DO MEIO AMBIENTE;;;;;1.165.435,71
2009;2007;39000;MINISTERIO DA INFRAESTRUTURA;52000;MINISTERIO DA DEFESA;;;;;41.522.032,23
2009;2007;41000;MINISTERIO DAS COMUNICACOES;41000;MINISTERIO DAS COMUNICACOES;;;;;924.899,21
2009;2007;42000;MINISTERIO DA CULTURA;26000;MINISTERIO DA EDUCACAO;;;;;84.314,44
2009;2007;42000;MINISTERIO DA CULTURA;42000;MINISTERIO DA CULTURA;;;;;13.510.163,11
2009;2007;44000;MINISTERIO DO MEIO AMBIENTE;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;30.541,19
2009;2007;44000;MINISTERIO DO MEIO AMBIENTE;26000;MINISTERIO DA EDUCACAO;;;;;72.888,34
2009;2007;44000;MINISTERIO DO MEIO AMBIENTE;32000;MINISTERIO DE MINAS E ENERGIA;;;;;895,34
2009;2007;44000;MINISTERIO DO MEIO AMBIENTE;44000;MINISTERIO DO MEIO AMBIENTE;;;;;1.961.680,47
2009;2007;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;17.107,46
2009;2007;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;26000;MINISTERIO DA EDUCACAO;;;;;8.645,40
2009;2007;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;32000;MINISTERIO DE MINAS E ENERGIA;;;;;8.165,48
2009;2007;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;;;;;102.434.010,82
2009;2007;51000;MINISTERIO DO ESPORTE;26000;MINISTERIO DA EDUCACAO;;;;;664.458,74
2009;2007;51000;MINISTERIO DO ESPORTE;51000;MINISTERIO DO ESPORTE;;;;;136.965.526,55
