Ano Lan‡amento;Ano EmissÆo NE CCor;UO - àrgÆo M ximo C¢digo;UO - àrgÆo M ximo Nome;àrgÆo UGE - àrgÆo M ximo C¢digo;àrgÆo UGE - àrgÆo M ximo Nome;Item Informa‡Æo;DESPESAS EMPENHADAS (CONTROLE EMPENHO);DESPESAS LIQUIDADAS (CONTROLE EMPENHO);DESPESAS PAGAS (CONTROLE EMPENHO);RESTOS A PAGAR PAGOS (PROC E N PROC)
2019;'-7;'-7;CODIGO INVALIDO;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;0,00;;;
2019;'-7;'-7;CODIGO INVALIDO;32000;MINISTERIO DE MINAS E ENERGIA;;0,00;;;
2019;2006;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;222.240,00
2019;2007;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;205.139,33
2019;2007;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;6.100,00
2019;2007;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;21.280.728,20
2019;2007;54000;MINISTERIO DO TURISMO;54000;MINISTERIO DO TURISMO;;;;;530.181,60
2019;2007;55000;MINISTERIO DA CIDADANIA;55000;MINISTERIO DA CIDADANIA;;;;;2.105.200,00
2019;2008;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;;;;;2.312,69
2019;2008;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;;;;;34.232,77
2019;2008;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;1.485.000,00
2019;2008;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;2.437.415,74
2019;2008;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;496.632,48
2019;2008;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;22.028.418,18
2019;2008;54000;MINISTERIO DO TURISMO;54000;MINISTERIO DO TURISMO;;;;;11.076.472,55
2019;2008;55000;MINISTERIO DA CIDADANIA;55000;MINISTERIO DA CIDADANIA;;;;;2.694.260,17
2019;2009;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;1.602.461,25
2019;2009;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;;;;;61.108,03
2019;2009;26000;MINISTERIO DA EDUCACAO;26000;MINISTERIO DA EDUCACAO;;;;;301.121,06
2019;2009;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;55000;MINISTERIO DA CIDADANIA;;;;;860.250,00
2019;2009;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;5.118.943,66
2019;2009;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;598.586,52
2019;2009;39000;MINISTERIO DA INFRAESTRUTURA;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;366.880,00
2019;2009;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;91.683.142,20
2019;2009;54000;MINISTERIO DO TURISMO;54000;MINISTERIO DO TURISMO;;;;;15.279.652,19
2019;2009;55000;MINISTERIO DA CIDADANIA;55000;MINISTERIO DA CIDADANIA;;;;;4.801.393,43
2019;2010;02000;SENADO FEDERAL;02000;SENADO FEDERAL;;;;;254.583,75
2019;2010;15000;JUSTICA DO TRABALHO;15000;JUSTICA DO TRABALHO;;;;;4.102,42
2019;2010;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;2.916.225,00
2019;2010;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;4.482.899,30
2019;2010;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;;;;;181.243,10
2019;2010;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;55000;MINISTERIO DA CIDADANIA;;;;;624.070,00
2019;2010;34000;MINISTERIO PUBLICO DA UNIAO;34000;MINISTERIO PUBLICO DA UNIAO;;;;;146.763,22
2019;2010;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;8.653.961,81
2019;2010;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;4.305.866,22
2019;2010;39000;MINISTERIO DA INFRAESTRUTURA;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;1.092.652,86
2019;2010;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;51.196.509,87
2019;2010;54000;MINISTERIO DO TURISMO;54000;MINISTERIO DO TURISMO;;;;;18.342.649,76
2019;2010;55000;MINISTERIO DA CIDADANIA;55000;MINISTERIO DA CIDADANIA;;;;;5.069.418,84
2019;2011;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;;;;;1.376,75
2019;2011;15000;JUSTICA DO TRABALHO;15000;JUSTICA DO TRABALHO;;;;;377.135,13
2019;2011;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;1.882.085,56
2019;2011;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;;;;;43.695,55
2019;2011;26000;MINISTERIO DA EDUCACAO;26000;MINISTERIO DA EDUCACAO;;;;;10.758.835,28
2019;2011;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;318.262,87
2019;2011;36000;MINISTERIO DA SAUDE;26000;MINISTERIO DA EDUCACAO;;;;;151.195,35
2019;2011;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;35.237.098,13
2019;2011;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;5.449.348,46
2019;2011;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;84.381.144,19
2019;2011;54000;MINISTERIO DO TURISMO;54000;MINISTERIO DO TURISMO;;;;;12.374.040,89
2019;2011;55000;MINISTERIO DA CIDADANIA;55000;MINISTERIO DA CIDADANIA;;;;;4.752.502,50
2019;2012;02000;SENADO FEDERAL;02000;SENADO FEDERAL;;;;;10.554,71
2019;2012;12000;JUSTICA FEDERAL;12000;JUSTICA FEDERAL;;;;;12.216,00
2019;2012;15000;JUSTICA DO TRABALHO;15000;JUSTICA DO TRABALHO;;;;;83.048,09
2019;2012;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;8.433.235,12
2019;2012;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;4.634.405,28
2019;2012;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;;;;;1.314.926,83
2019;2012;26000;MINISTERIO DA EDUCACAO;26000;MINISTERIO DA EDUCACAO;;;;;48.188.024,22
2019;2012;26000;MINISTERIO DA EDUCACAO;36000;MINISTERIO DA SAUDE;;;;;20.000,00
2019;2012;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;9.209.064,34
2019;2012;32000;MINISTERIO DE MINAS E ENERGIA;32000;MINISTERIO DE MINAS E ENERGIA;;;;;1.521,80
2019;2012;34000;MINISTERIO PUBLICO DA UNIAO;34000;MINISTERIO PUBLICO DA UNIAO;;;;;53.557,44
2019;2012;36000;MINISTERIO DA SAUDE;26000;MINISTERIO DA EDUCACAO;;;;;2.558.688,86
2019;2012;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;22.693.921,54
2019;2012;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;37.029.669,63
2019;2012;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;1.070.148,56
2019;2012;52000;MINISTERIO DA DEFESA;52000;MINISTERIO DA DEFESA;;;;;18.335.972,58
2019;2012;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;169.854.639,36
2019;2012;54000;MINISTERIO DO TURISMO;54000;MINISTERIO DO TURISMO;;;;;28.675.769,36
2019;2012;55000;MINISTERIO DA CIDADANIA;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;9.892.980,00
2019;2012;55000;MINISTERIO DA CIDADANIA;55000;MINISTERIO DA CIDADANIA;;;;;16.387.344,86
2019;2013;01000;CAMARA DOS DEPUTADOS;01000;CAMARA DOS DEPUTADOS;;;;;3.086.869,56
2019;2013;02000;SENADO FEDERAL;02000;SENADO FEDERAL;;;;;59.812,14
2019;2013;12000;JUSTICA FEDERAL;12000;JUSTICA FEDERAL;;;;;231.331,09
2019;2013;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;;;;;142.108,50
2019;2013;15000;JUSTICA DO TRABALHO;15000;JUSTICA DO TRABALHO;;;;;25.000,00
2019;2013;20000;PRESIDENCIA DA REPUBLICA;81000;MINIST. MULHER, FAMILIA E DIREITOS HUMANOS;;;;;1.147.589,42
2019;2013;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;18.615.836,00
2019;2013;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;33.424.265,19
2019;2013;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;;;;;13.022.669,69
2019;2013;26000;MINISTERIO DA EDUCACAO;26000;MINISTERIO DA EDUCACAO;;;;;121.006.937,52
2019;2013;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;11.597.865,49
2019;2013;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;55000;MINISTERIO DA CIDADANIA;;;;;1.120.000,00
2019;2013;34000;MINISTERIO PUBLICO DA UNIAO;34000;MINISTERIO PUBLICO DA UNIAO;;;;;109.428,03
2019;2013;36000;MINISTERIO DA SAUDE;26000;MINISTERIO DA EDUCACAO;;;;;401.408,35
2019;2013;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;38.711.070,75
2019;2013;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;90.779.416,67
2019;2013;41000;MINISTERIO DAS COMUNICACOES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;597.143,28
2019;2013;44000;MINISTERIO DO MEIO AMBIENTE;44000;MINISTERIO DO MEIO AMBIENTE;;;;;939,15
2019;2013;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;1.941.377,11
2019;2013;52000;MINISTERIO DA DEFESA;52000;MINISTERIO DA DEFESA;;;;;5.268.774,38
2019;2013;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;385.354.452,98
2019;2013;54000;MINISTERIO DO TURISMO;54000;MINISTERIO DO TURISMO;;;;;85.094.438,37
2019;2013;55000;MINISTERIO DA CIDADANIA;55000;MINISTERIO DA CIDADANIA;;;;;62.289.278,33
2019;2014;01000;CAMARA DOS DEPUTADOS;01000;CAMARA DOS DEPUTADOS;;;;;18.705,62
2019;2014;12000;JUSTICA FEDERAL;12000;JUSTICA FEDERAL;;;;;663.570,22
2019;2014;13000;JUSTICA MILITAR;52000;MINISTERIO DA DEFESA;;;;;985.666,46
2019;2014;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;;;;;32.788,78
2019;2014;15000;JUSTICA DO TRABALHO;15000;JUSTICA DO TRABALHO;;;;;554.113,64
2019;2014;20000;PRESIDENCIA DA REPUBLICA;20000;PRESIDENCIA DA REPUBLICA;;;;;147.438,86
2019;2014;20000;PRESIDENCIA DA REPUBLICA;25000;MINISTERIO DA ECONOMIA;;;;;387.188,00
2019;2014;20000;PRESIDENCIA DA REPUBLICA;26000;MINISTERIO DA EDUCACAO;;;;;865,38
2019;2014;20000;PRESIDENCIA DA REPUBLICA;81000;MINIST. MULHER, FAMILIA E DIREITOS HUMANOS;;;;;4.867.555,48
2019;2014;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;91.217.160,12
2019;2014;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;1.100,00
2019;2014;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;26000;MINISTERIO DA EDUCACAO;;;;;12.000,00
2019;2014;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;15.311.780,89
2019;2014;25000;MINISTERIO DA ECONOMIA;15000;JUSTICA DO TRABALHO;;;;;1.410.651,00
2019;2014;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;;;;;19.225.663,93
2019;2014;26000;MINISTERIO DA EDUCACAO;26000;MINISTERIO DA EDUCACAO;;;;;198.066.577,15
2019;2014;26000;MINISTERIO DA EDUCACAO;52000;MINISTERIO DA DEFESA;;;;;39.169,99
2019;2014;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;20000;PRESIDENCIA DA REPUBLICA;;;;;280.324,26
2019;2014;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;56.412.402,95
2019;2014;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;55000;MINISTERIO DA CIDADANIA;;;;;250.000,00
2019;2014;32000;MINISTERIO DE MINAS E ENERGIA;32000;MINISTERIO DE MINAS E ENERGIA;;;;;4.710.958,82
2019;2014;33000;MINISTERIO DA PREVIDENCIA SOCIAL;25000;MINISTERIO DA ECONOMIA;;;;;131.961,69
2019;2014;34000;MINISTERIO PUBLICO DA UNIAO;34000;MINISTERIO PUBLICO DA UNIAO;;;;;436.193,18
2019;2014;36000;MINISTERIO DA SAUDE;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;307.500,00
2019;2014;36000;MINISTERIO DA SAUDE;26000;MINISTERIO DA EDUCACAO;;;;;4.677.069,86
2019;2014;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;65.934.762,14
2019;2014;37000;CONTROLADORIA-GERAL DA UNIAO;25000;MINISTERIO DA ECONOMIA;;;;;3.290,00
2019;2014;37000;CONTROLADORIA-GERAL DA UNIAO;37000;CONTROLADORIA-GERAL DA UNIAO;;;;;7.742,05
2019;2014;38000;MINISTERIO DO TRABALHO E EMPREGO;55000;MINISTERIO DA CIDADANIA;;;;;3.218.946,01
2019;2014;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;148.187.178,56
2019;2014;41000;MINISTERIO DAS COMUNICACOES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;5.123.126,30
2019;2014;44000;MINISTERIO DO MEIO AMBIENTE;44000;MINISTERIO DO MEIO AMBIENTE;;;;;14.413,78
2019;2014;44000;MINISTERIO DO MEIO AMBIENTE;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;9.833.325,14
2019;2014;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;6.469.565,03
2019;2014;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;59.060,00
2019;2014;52000;MINISTERIO DA DEFESA;52000;MINISTERIO DA DEFESA;;;;;10.327.198,32
2019;2014;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;26000;MINISTERIO DA EDUCACAO;;;;;27.767,25
2019;2014;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;112.202.929,41
2019;2014;54000;MINISTERIO DO TURISMO;54000;MINISTERIO DO TURISMO;;;;;13.891.861,09
2019;2014;55000;MINISTERIO DA CIDADANIA;26000;MINISTERIO DA EDUCACAO;;;;;4.037,60
2019;2014;55000;MINISTERIO DA CIDADANIA;55000;MINISTERIO DA CIDADANIA;;;;;30.683.662,43
2019;2014;58000;MINISTERIO DA PESCA E AQUICULTURA;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;502.577,92
2019;2015;01000;CAMARA DOS DEPUTADOS;01000;CAMARA DOS DEPUTADOS;;;;;460.761,13
2019;2015;02000;SENADO FEDERAL;02000;SENADO FEDERAL;;;;;3.004.749,49
2019;2015;03000;TRIBUNAL DE CONTAS DA UNIAO;03000;TRIBUNAL DE CONTAS DA UNIAO;;;;;49.525,61
2019;2015;12000;JUSTICA FEDERAL;12000;JUSTICA FEDERAL;;;;;1.354.754,26
2019;2015;13000;JUSTICA MILITAR;13000;JUSTICA MILITAR;;;;;3.806,14
2019;2015;13000;JUSTICA MILITAR;52000;MINISTERIO DA DEFESA;;;;;784.753,57
2019;2015;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;;;;;143.044,62
2019;2015;15000;JUSTICA DO TRABALHO;15000;JUSTICA DO TRABALHO;;;;;1.243.205,21
2019;2015;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;;;;;129.858,45
2019;2015;17000;CONSELHO NACIONAL DE JUSTICA;17000;CONSELHO NACIONAL DE JUSTICA;;;;;5.204,98
2019;2015;20000;PRESIDENCIA DA REPUBLICA;20000;PRESIDENCIA DA REPUBLICA;;;;;230.779,85
2019;2015;20000;PRESIDENCIA DA REPUBLICA;52000;MINISTERIO DA DEFESA;;;;;8.949,89
2019;2015;20000;PRESIDENCIA DA REPUBLICA;81000;MINIST. MULHER, FAMILIA E DIREITOS HUMANOS;;;;;389.409,16
2019;2015;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;54.172.003,87
2019;2015;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;67.027,00
2019;2015;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;11.953.290,99
2019;2015;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;52000;MINISTERIO DA DEFESA;;;;;1.777.876,19
2019;2015;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;;;;;14.705.776,57
2019;2015;26000;MINISTERIO DA EDUCACAO;26000;MINISTERIO DA EDUCACAO;;;;;137.772.710,40
2019;2015;29000;DEFENSORIA PUBLICA DA UNIAO;29000;DEFENSORIA PUBLICA DA UNIAO;;;;;15.408,08
2019;2015;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;26000;MINISTERIO DA EDUCACAO;;;;;7.521,33
2019;2015;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;3.639.440,09
2019;2015;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;55000;MINISTERIO DA CIDADANIA;;;;;1.462.849,83
2019;2015;32000;MINISTERIO DE MINAS E ENERGIA;32000;MINISTERIO DE MINAS E ENERGIA;;;;;1.371.181,36
2019;2015;33000;MINISTERIO DA PREVIDENCIA SOCIAL;25000;MINISTERIO DA ECONOMIA;;;;;2.818,18
2019;2015;34000;MINISTERIO PUBLICO DA UNIAO;34000;MINISTERIO PUBLICO DA UNIAO;;;;;455.824,06
2019;2015;36000;MINISTERIO DA SAUDE;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;320,00
2019;2015;36000;MINISTERIO DA SAUDE;26000;MINISTERIO DA EDUCACAO;;;;;1.450.396,43
2019;2015;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;90.059.390,87
2019;2015;36000;MINISTERIO DA SAUDE;52000;MINISTERIO DA DEFESA;;;;;400.361,91
2019;2015;37000;CONTROLADORIA-GERAL DA UNIAO;37000;CONTROLADORIA-GERAL DA UNIAO;;;;;254.433,85
2019;2015;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;97.705.263,61
2019;2015;39000;MINISTERIO DA INFRAESTRUTURA;52000;MINISTERIO DA DEFESA;;;;;173.271,82
2019;2015;41000;MINISTERIO DAS COMUNICACOES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;6.884.914,00
2019;2015;44000;MINISTERIO DO MEIO AMBIENTE;44000;MINISTERIO DO MEIO AMBIENTE;;;;;300.000,00
2019;2015;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;14.384.330,68
2019;2015;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;26000;MINISTERIO DA EDUCACAO;;;;;461.500,00
2019;2015;52000;MINISTERIO DA DEFESA;52000;MINISTERIO DA DEFESA;;;;;53.117.065,15
2019;2015;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;1.600,00
2019;2015;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;26000;MINISTERIO DA EDUCACAO;;;;;258.183,20
2019;2015;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;387.851.946,91
2019;2015;54000;MINISTERIO DO TURISMO;54000;MINISTERIO DO TURISMO;;;;;34.431.516,09
2019;2015;55000;MINISTERIO DA CIDADANIA;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;389,50
2019;2015;55000;MINISTERIO DA CIDADANIA;26000;MINISTERIO DA EDUCACAO;;;;;1.051.269,99
2019;2015;55000;MINISTERIO DA CIDADANIA;55000;MINISTERIO DA CIDADANIA;;;;;90.879.069,28
2019;2015;57000;M.DAS MULH.,DA IG.RACIAL DA JUVENT.E DIR.HUM.;26000;MINISTERIO DA EDUCACAO;;;;;14.000,10
2019;2015;58000;MINISTERIO DA PESCA E AQUICULTURA;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;23.763,82
2019;2015;58000;MINISTERIO DA PESCA E AQUICULTURA;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;1.041.200,00
2019;2016;01000;CAMARA DOS DEPUTADOS;01000;CAMARA DOS DEPUTADOS;;;;;22.817,24
2019;2016;02000;SENADO FEDERAL;02000;SENADO FEDERAL;;;;;244.349,44
2019;2016;03000;TRIBUNAL DE CONTAS DA UNIAO;03000;TRIBUNAL DE CONTAS DA UNIAO;;;;;481.502,35
2019;2016;11000;SUPERIOR TRIBUNAL DE JUSTICA;11000;SUPERIOR TRIBUNAL DE JUSTICA;;;;;931.361,07
2019;2016;12000;JUSTICA FEDERAL;12000;JUSTICA FEDERAL;;;;;5.312.456,18
2019;2016;13000;JUSTICA MILITAR;52000;MINISTERIO DA DEFESA;;;;;199.267,70
2019;2016;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;;;;;1.683.633,99
2019;2016;14000;JUSTICA ELEITORAL;52000;MINISTERIO DA DEFESA;;;;;2.650,00
2019;2016;15000;JUSTICA DO TRABALHO;15000;JUSTICA DO TRABALHO;;;;;5.420.271,66
2019;2016;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;;;;;39.730,86
2019;2016;20000;PRESIDENCIA DA REPUBLICA;20000;PRESIDENCIA DA REPUBLICA;;;;;983.901,33
2019;2016;20000;PRESIDENCIA DA REPUBLICA;25000;MINISTERIO DA ECONOMIA;;;;;380.000,00
2019;2016;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;40.270.659,78
2019;2016;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;1.929.212,00
2019;2016;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;26000;MINISTERIO DA EDUCACAO;;;;;2.342.256,78
2019;2016;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;42.494.654,47
2019;2016;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;26000;MINISTERIO DA EDUCACAO;;;;;211.795,30
2019;2016;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;52000;MINISTERIO DA DEFESA;;;;;1.972.339,88
2019;2016;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;;;;;93.341.092,36
2019;2016;25000;MINISTERIO DA ECONOMIA;26000;MINISTERIO DA EDUCACAO;;;;;61.000,00
2019;2016;26000;MINISTERIO DA EDUCACAO;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;252.016,00
2019;2016;26000;MINISTERIO DA EDUCACAO;26000;MINISTERIO DA EDUCACAO;;;;;264.139.210,41
2019;2016;26000;MINISTERIO DA EDUCACAO;52000;MINISTERIO DA DEFESA;;;;;400,00
2019;2016;29000;DEFENSORIA PUBLICA DA UNIAO;29000;DEFENSORIA PUBLICA DA UNIAO;;;;;733,37
2019;2016;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;;;;;3.699,00
2019;2016;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;26000;MINISTERIO DA EDUCACAO;;;;;41.118,00
2019;2016;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;12.258.908,76
